TESEX,edtime,classdeg,classoth,exc,hw,reg,read,comp_games,working,caretaking,faminc,faminc_cat,race,race_num,GEREG,GESTFIPS,weekday,weekday_num,TUYEAR,TUMONTH,TESCHLVL,TUFINLWGT
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,10.0,2.0,Hispanic,1,4,6,Weekday,2,2003,4,1,12473324.979331
1,450.0,410.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Asian,5,4,6,Weekday,2,2003,4,1,8512265.022544
1,90.0,0.0,0.0,0.0,90.0,0.0,45.0,60.0,0.0,47.0,10.0,2.0,White,2,4,6,Weekend,1,2003,4,2,2974369.30944
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,Hispanic,1,4,8,Weekend,1,2003,4,1,1638122.517669
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,Black,3,4,8,Weekend,1,2003,4,1,3476778.978076
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,14.0,4.0,White,2,4,8,Weekend,1,2003,4,1,2873995.944759
1,90.0,0.0,0.0,0.0,90.0,0.0,170.0,90.0,0.0,0.0,14.0,4.0,Hispanic,1,4,8,Weekday,2,2003,4,1,27939649.223539
1,470.0,390.0,0.0,0.0,80.0,0.0,0.0,0.0,420.0,0.0,14.0,4.0,White,2,1,9,Weekday,2,2003,4,1,5852894.133471
1,375.0,315.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,1,9,Weekday,2,2003,4,1,6494810.489861
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,,3.0,White,2,1,9,Weekend,1,2003,4,1,2914075.348323
2,390.0,270.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,147.0,2.0,1.0,Black,3,3,12,Weekday,2,2003,4,2,2679892.201516
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,Black,3,3,12,Weekend,1,2003,4,1,6058697.098115
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,4.0,White,2,3,12,Weekend,1,2003,4,2,10643189.264957
2,375.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,,3.0,Hispanic,1,3,13,Weekend,1,2003,4,2,2111866.862372
2,420.0,395.0,0.0,0.0,25.0,0.0,0.0,0.0,115.0,1.0,13.0,3.0,Black,3,3,13,Weekday,2,2003,4,1,9899309.471998
2,60.0,0.0,0.0,0.0,60.0,0.0,0.0,20.0,480.0,0.0,5.0,1.0,White,2,3,13,Weekend,1,2003,4,1,3737688.704327
2,495.0,330.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,Asian,5,4,15,Weekday,2,2003,4,1,4899152.189243
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,White,2,2,17,Weekend,1,2003,4,1,1547220.420871
1,390.0,370.0,0.0,0.0,10.0,10.0,30.0,30.0,0.0,0.0,14.0,4.0,White,2,2,17,Weekday,2,2003,4,1,5645568.883339
2,60.0,0.0,0.0,0.0,60.0,0.0,0.0,55.0,0.0,26.0,14.0,4.0,White,2,2,17,Weekday,2,2003,4,2,8886655.670068
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,White,2,2,18,Weekend,1,2003,4,1,1903590.857823
1,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,White,2,2,19,Weekday,2,2003,4,2,12027690.913702
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,Other,6,2,20,Weekend,1,2003,4,1,1600588.272759
2,638.0,280.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Hispanic,1,2,20,Weekday,2,2003,4,2,6318557.341315
2,470.0,390.0,50.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,14.0,4.0,White,2,2,20,Weekday,2,2003,4,1,8364349.777536
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,60.0,0.0,0.0,14.0,4.0,White,2,2,20,Weekend,1,2003,4,1,3648750.98502
1,375.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,3,21,Weekend,1,2003,4,2,3920485.901359
2,420.0,360.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,5.0,14.0,4.0,White,2,1,23,Weekday,2,2003,4,1,6329497.685446
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,White,2,3,24,Weekend,1,2003,4,1,4250260.757981
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,White,2,3,24,Weekend,1,2003,4,1,3302641.485771
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,14.0,4.0,Other,6,2,26,Weekend,1,2003,4,1,3049066.02429
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,,3.0,Black,3,2,26,Weekday,2,2003,4,1,12680481.306866
1,415.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,Black,3,2,26,Weekday,2,2003,4,1,18401154.676435
2,350.0,120.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,Asian,5,2,27,Weekend,1,2003,4,2,2262246.536574
2,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,2,27,Weekday,2,2003,4,1,9693279.386687
1,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,290.0,240.0,14.0,4.0,White,2,2,29,Weekend,1,2003,4,1,2865633.625894
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,2,29,Weekend,1,2003,4,2,3194498.92454
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,,3.0,White,2,2,29,Weekend,1,2003,4,1,2668384.629056
1,620.0,225.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White,2,2,29,Weekday,2,2003,4,2,7245878.140263
2,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,455.0,0.0,11.0,3.0,Black,3,2,31,Weekday,2,2003,4,2,2195570.938451
2,426.0,404.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,Hispanic,1,2,31,Weekday,2,2003,4,1,6870748.729453
1,335.0,320.0,15.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,12.0,3.0,White,2,4,32,Weekday,2,2003,4,1,5114436.361269
2,255.0,180.0,0.0,0.0,75.0,0.0,0.0,0.0,345.0,0.0,11.0,3.0,Black,3,1,33,Weekday,2,2003,4,2,5696015.80623
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,14.0,4.0,White,2,1,34,Weekend,1,2003,4,1,1588620.046206
1,655.0,421.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,5.0,14.0,4.0,Hispanic,1,1,34,Weekday,2,2003,4,1,21745002.098671
2,390.0,270.0,0.0,0.0,120.0,0.0,0.0,0.0,350.0,0.0,,3.0,Hispanic,1,1,34,Weekday,2,2003,4,1,5131703.610626
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,12.0,3.0,White,2,1,34,Weekday,2,2003,4,1,5363365.516596
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,13.0,3.0,White,2,1,34,Weekend,1,2003,4,1,2532042.958805
1,190.0,0.0,0.0,0.0,190.0,0.0,120.0,40.0,0.0,0.0,11.0,3.0,White,2,4,35,Weekend,1,2003,4,2,2331045.370956
1,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,White,2,1,36,Weekday,2,2003,4,2,13706793.871493
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,White,2,1,36,Weekend,1,2003,4,1,4097703.856703
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,10.0,14.0,4.0,White,2,1,36,Weekday,2,2003,4,1,8599364.381686
1,465.0,465.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,13.0,3.0,White,2,3,37,Weekday,2,2003,4,1,5213379.313905
2,751.0,483.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,Black,3,3,37,Weekday,2,2003,4,1,9762179.316483
2,554.0,225.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,2,39,Weekday,2,2003,4,2,18684045.757439
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,14.0,4.0,White,2,2,39,Weekend,1,2003,4,1,3840278.593156
2,659.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,3.0,White,2,2,39,Weekday,2,2003,4,1,4415232.145322
1,1040.0,135.0,0.0,0.0,905.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,White,2,2,39,Weekday,2,2003,4,2,5238662.487433
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,3,40,Weekend,1,2003,4,1,2843654.531178
2,350.0,0.0,0.0,0.0,350.0,0.0,0.0,79.0,0.0,0.0,1.0,1.0,Asian,5,4,41,Weekend,1,2003,4,2,2105493.642095
1,530.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,11.0,3.0,White,2,1,42,Weekday,2,2003,4,1,15828844.799317
1,95.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,5.0,12.0,3.0,White,2,1,42,Weekend,1,2003,4,1,2245076.44834
2,324.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,,3.0,White,2,1,42,Weekday,2,2003,4,1,6055653.462906
1,60.0,0.0,0.0,0.0,60.0,0.0,150.0,170.0,0.0,0.0,13.0,3.0,White,2,1,42,Weekday,2,2003,4,1,7371765.423945
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,11.0,3.0,White,2,1,42,Weekend,1,2003,4,2,5642460.488332
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,White,2,1,42,Weekend,1,2003,4,1,2934633.819052
1,407.0,298.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,White,2,3,45,Weekday,2,2003,4,1,11283329.600958
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,10.0,2.0,American Indian,4,2,46,Weekend,1,2003,4,1,4592500.460849
2,715.0,385.0,0.0,270.0,60.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,Black,3,3,47,Weekday,2,2003,4,1,17394356.866506
1,482.0,422.0,0.0,0.0,60.0,0.0,0.0,0.0,110.0,0.0,4.0,1.0,White,2,3,48,Weekday,2,2003,4,1,6467524.473254
2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,278.0,9.0,2.0,White,2,3,48,Weekend,1,2003,4,2,1285592.371858
1,379.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,13.0,3.0,White,2,3,48,Weekday,2,2003,4,1,6784860.045167
2,150.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,523.0,0.0,14.0,4.0,White,2,3,48,Weekend,1,2003,4,1,3262932.598658
2,310.0,280.0,0.0,0.0,30.0,0.0,0.0,140.0,0.0,24.0,14.0,4.0,White,2,3,48,Weekday,2,2003,4,1,9429080.934953
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,Hispanic,1,3,48,Weekend,1,2003,4,1,2937979.745358
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,3.0,White,2,3,48,Weekend,1,2003,4,2,4156058.097309
1,415.0,305.0,0.0,0.0,110.0,0.0,0.0,0.0,175.0,0.0,14.0,4.0,White,2,1,50,Weekday,2,2003,4,1,7614813.089797
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,1.0,White,2,3,51,Weekend,1,2003,4,1,2642156.640378
2,545.0,480.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,35.0,,3.0,Black,3,3,51,Weekday,2,2003,4,1,19090502.138179
2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,4.0,Hispanic,1,3,51,Weekend,1,2003,4,1,4489588.233492
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,14.0,4.0,White,2,4,53,Weekend,1,2003,4,2,5199716.977976
2,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,White,2,2,55,Weekday,2,2003,4,1,6866796.79141
2,224.0,0.0,0.0,0.0,224.0,0.0,0.0,190.0,0.0,0.0,13.0,3.0,White,2,2,55,Weekend,1,2003,4,1,3827003.208252
2,250.0,0.0,0.0,0.0,90.0,160.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,2,55,Weekend,1,2003,4,1,4177809.450958
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,3.0,1.0,White,2,3,22,Weekday,2,2003,4,2,15295987.029265
2,458.0,373.0,0.0,70.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,1,9,Weekday,2,2003,4,1,3906152.172697
2,275.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,450.0,0.0,5.0,1.0,Black,3,3,13,Weekend,1,2003,4,2,1128672.525363
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,14.0,4.0,White,2,1,25,Weekday,2,2003,4,2,13376866.886423
2,490.0,400.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,60.0,8.0,2.0,White,2,2,26,Weekday,2,2003,4,1,6461893.190817
2,577.0,532.0,0.0,0.0,45.0,0.0,0.0,155.0,0.0,0.0,3.0,1.0,Hispanic,1,1,36,Weekday,2,2003,4,1,4517780.564044
2,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,420.0,0.0,4.0,1.0,White,2,2,38,Weekend,1,2003,4,2,3513008.088724
1,715.0,455.0,100.0,0.0,160.0,0.0,0.0,55.0,0.0,0.0,14.0,4.0,White,2,2,39,Weekday,2,2003,4,1,6701454.885804
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,,3.0,White,2,2,39,Weekend,1,2003,4,1,2194038.72902
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,White,2,3,40,Weekend,1,2003,4,2,4187666.425542
2,395.0,365.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,3.0,Black,3,3,51,Weekday,2,2003,4,1,13506109.163835
2,240.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White,2,4,53,Weekday,2,2003,4,2,6278093.978929
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Asian,5,3,51,Weekend,1,2003,5,2,13990101.181966
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,180.0,0.0,0.0,,3.0,Asian,5,4,6,Weekday,2,2003,5,1,7687831.634967
1,415.0,355.0,0.0,0.0,60.0,0.0,0.0,0.0,260.0,0.0,8.0,2.0,Asian,5,4,15,Weekday,2,2003,5,1,10471217.218003
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,,3.0,White,2,2,19,Weekday,2,2003,5,2,5949768.87214
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,White,2,2,29,Weekend,1,2003,5,1,5786340.497013
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Hispanic,1,1,36,Weekend,1,2003,5,2,2789759.076122
2,572.0,392.0,0.0,0.0,180.0,0.0,30.0,60.0,0.0,0.0,12.0,3.0,White,2,1,36,Weekday,2,2003,5,1,4403162.441097
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,1.0,American Indian,4,3,37,Weekend,1,2003,5,1,1135613.154479
2,190.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,520.0,0.0,14.0,4.0,White,2,3,40,Weekday,2,2003,5,2,8416464.073059
2,180.0,0.0,0.0,0.0,180.0,0.0,60.0,0.0,0.0,60.0,9.0,2.0,White,2,4,41,Weekday,2,2003,5,2,2848389.707736
2,410.0,410.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3.0,11.0,3.0,White,2,3,48,Weekday,2,2003,5,1,5930137.932311
1,145.0,0.0,0.0,0.0,145.0,0.0,90.0,30.0,0.0,1.0,14.0,4.0,White,2,2,55,Weekend,1,2003,5,1,2850317.810451
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Black,3,3,12,Weekend,1,2003,5,2,4532065.682202
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,2.0,Hispanic,1,3,12,Weekend,1,2003,5,2,6432606.078897
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Black,3,1,34,Weekend,1,2003,5,1,4179115.968567
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,White,2,3,40,Weekend,1,2003,5,1,6299902.283747
1,90.0,0.0,0.0,0.0,90.0,0.0,105.0,0.0,0.0,27.0,6.0,1.0,Black,3,3,51,Weekend,1,2003,5,2,9713745.771401
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,White,2,3,1,Weekend,1,2003,5,1,2697164.842638
2,0.0,0.0,0.0,0.0,0.0,0.0,200.0,370.0,0.0,0.0,7.0,1.0,White,2,4,4,Weekend,1,2003,5,2,2203936.985377
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,5.0,9.0,2.0,White,2,4,4,Weekend,1,2003,5,1,1727437.292749
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,White,2,4,6,Weekend,1,2003,5,1,2419659.165413
2,240.0,240.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,20.0,14.0,4.0,Hispanic,1,4,6,Weekday,2,2003,5,1,30677963.14332
1,481.0,391.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,7.0,1.0,Asian,5,4,6,Weekday,2,2003,5,1,10012415.790236
2,254.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,242.0,0.0,6.0,1.0,White,2,4,6,Weekday,2,2003,5,2,6582568.859624
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,14.0,4.0,White,2,4,6,Weekend,1,2003,5,1,3957105.911931
1,225.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,0.0,14.0,4.0,White,2,4,6,Weekday,2,2003,5,2,7556303.391197
2,480.0,0.0,360.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,4,6,Weekday,2,2003,5,1,4102838.876035
2,450.0,60.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,30.0,14.0,4.0,Other,6,4,6,Weekday,2,2003,5,2,6207728.674898
1,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,Hispanic,1,4,6,Weekend,1,2003,5,1,7499610.381736
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Black,3,4,6,Weekend,1,2003,5,1,6684710.117801
1,450.0,240.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,Hispanic,1,4,6,Weekday,2,2003,5,1,20857695.078721
2,285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,American Indian,4,4,6,Weekend,1,2003,5,2,4303418.292104
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,Hispanic,1,4,6,Weekend,1,2003,5,1,7499610.381736
2,580.0,410.0,0.0,0.0,170.0,0.0,0.0,90.0,0.0,0.0,,3.0,White,2,4,8,Weekday,2,2003,5,1,6012422.077177
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White,2,4,8,Weekend,1,2003,5,2,1733384.421443
1,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Hispanic,1,4,8,Weekday,2,2003,5,1,7054677.324219
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,White,2,4,8,Weekend,1,2003,5,1,2673778.104123
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,Other,6,4,8,Weekend,1,2003,5,2,1733384.421443
2,60.0,0.0,0.0,0.0,60.0,0.0,120.0,0.0,210.0,3.0,12.0,3.0,White,2,1,9,Weekend,1,2003,5,1,1851259.351602
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,14.0,4.0,White,2,1,9,Weekday,2,2003,5,2,22574902.360333
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1.0,14.0,4.0,White,2,1,9,Weekend,1,2003,5,2,3521752.012386
2,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,Black,3,3,12,Weekday,2,2003,5,2,4588969.676148
2,535.0,420.0,70.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,White,2,3,12,Weekday,2,2003,5,1,4855675.422239
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,,3.0,Black,3,3,12,Weekend,1,2003,5,2,2057109.454283
2,410.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,10.0,2.0,White,2,3,12,Weekday,2,2003,5,1,4675907.986861
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,190.0,14.0,4.0,White,2,3,13,Weekend,1,2003,5,1,2435251.38079
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,199.0,6.0,1.0,Black,3,3,13,Weekday,2,2003,5,2,23472932.956979
2,496.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,4,15,Weekend,1,2003,5,2,1587655.841213
1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,,3.0,White,2,2,17,Weekday,2,2003,5,1,11666173.286981
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,6.0,1.0,White,2,2,18,Weekend,1,2003,5,1,2355216.272277
1,385.0,385.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11.0,3.0,White,2,2,19,Weekday,2,2003,5,1,6687407.971594
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,13.0,3.0,White,2,2,19,Weekend,1,2003,5,2,2143914.58654
1,178.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,545.0,0.0,10.0,2.0,Asian,5,2,20,Weekday,2,2003,5,2,8701341.85345
2,255.0,85.0,0.0,0.0,170.0,0.0,0.0,0.0,315.0,0.0,3.0,1.0,White,2,2,20,Weekday,2,2003,5,2,9075166.600827
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,White,2,3,21,Weekday,2,2003,5,2,10149966.188928
2,210.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,3,21,Weekend,1,2003,5,1,2799905.545904
1,345.0,0.0,0.0,0.0,330.0,15.0,25.0,0.0,0.0,0.0,14.0,4.0,White,2,3,22,Weekday,2,2003,5,2,12181479.991468
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,Black,3,3,22,Weekend,1,2003,5,1,2231008.507236
2,345.0,300.0,0.0,0.0,45.0,0.0,0.0,0.0,330.0,2.0,,3.0,White,2,1,23,Weekday,2,2003,5,1,3753693.074043
1,345.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,12.0,3.0,White,2,1,23,Weekday,2,2003,5,1,10017102.354779
1,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,140.0,0.0,12.0,3.0,White,2,1,23,Weekday,2,2003,5,2,9738021.680591
2,510.0,405.0,0.0,0.0,105.0,0.0,0.0,60.0,0.0,0.0,13.0,3.0,White,2,1,25,Weekday,2,2003,5,1,4761659.034755
2,415.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,White,2,1,25,Weekend,1,2003,5,2,1982973.65929
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,3.0,White,2,1,25,Weekend,1,2003,5,1,1761031.792252
2,398.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,14.0,4.0,White,2,1,25,Weekday,2,2003,5,1,10152154.630698
2,386.0,376.0,0.0,0.0,10.0,0.0,0.0,60.0,0.0,0.0,11.0,3.0,White,2,2,26,Weekday,2,2003,5,1,8493326.220446
2,475.0,405.0,0.0,0.0,70.0,0.0,0.0,0.0,60.0,0.0,11.0,3.0,White,2,2,26,Weekday,2,2003,5,1,7989345.718281
2,360.0,315.0,0.0,0.0,45.0,0.0,0.0,0.0,440.0,85.0,13.0,3.0,White,2,2,26,Weekday,2,2003,5,2,3436417.268089
1,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,285.0,0.0,10.0,2.0,White,2,2,26,Weekend,1,2003,5,1,2852111.699281
2,509.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,White,2,2,27,Weekend,1,2003,5,1,1856451.258466
2,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White,2,3,28,Weekend,1,2003,5,1,1671804.667583
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,125.0,14.0,4.0,White,2,3,28,Weekday,2,2003,5,2,6586948.63039
2,174.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,2,29,Weekend,1,2003,5,2,3006911.056271
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,44.0,14.0,4.0,White,2,2,29,Weekday,2,2003,5,1,6792314.196724
2,460.0,400.0,0.0,0.0,60.0,0.0,0.0,0.0,263.0,20.0,8.0,2.0,White,2,2,29,Weekday,2,2003,5,1,3957074.176897
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,14.0,4.0,White,2,2,31,Weekend,1,2003,5,1,2651615.813726
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,White,2,4,32,Weekend,1,2003,5,1,3509522.290571
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,1.0,12.0,3.0,Asian,5,4,32,Weekday,2,2003,5,2,4427947.161329
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,15.0,5.0,1.0,Hispanic,1,1,34,Weekend,1,2003,5,2,4028174.702639
