TESEX,edtime,classdeg,classoth,exc,hw,reg,read,comp_games,working,caretaking,faminc,faminc_cat,race,race_num,GEREG,GESTFIPS,weekday,weekday_num,TUYEAR,TUMONTH,TESCHLVL,TUFINLWGT
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,1.0,White,2,3,40,Weekend,1,2011,9,2,989972.473479
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,White,2,1,23,Weekend,1,2011,9,2,6068879.520303
1,140.0,60.0,0.0,0.0,80.0,0.0,0.0,0.0,405.0,40.0,11.0,3.0,White,2,3,37,Weekday,2,2011,9,2,7614783.242431
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,13.0,3.0,White,2,2,26,Weekend,1,2011,9,2,2089907.056451
1,237.0,175.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,White,2,2,26,Weekday,2,2011,9,2,24474512.810248
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,1.0,White,2,3,21,Weekday,2,2011,9,2,11378802.028548
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,1.0,1.0,White,2,2,55,Weekend,1,2011,9,2,1149516.565346
2,549.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,Other,6,4,8,Weekend,1,2011,9,2,17812357.547208
1,415.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,15.0,4.0,White,2,2,26,Weekday,2,2011,10,1,9991711.992661
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,4.0,Hispanic,1,3,48,Weekend,1,2011,10,2,11312934.777001
2,441.0,351.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Black,3,4,6,Weekday,2,2011,10,1,16272317.491478
2,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,197.0,6.0,1.0,White,2,2,31,Weekend,1,2011,10,2,2080842.778845
2,830.0,260.0,0.0,0.0,360.0,210.0,0.0,0.0,0.0,0.0,8.0,2.0,White,2,3,12,Weekday,2,2011,10,2,7431225.655077
1,443.0,235.0,0.0,0.0,208.0,0.0,0.0,0.0,285.0,0.0,16.0,5.0,White,2,1,42,Weekday,2,2011,10,2,27699579.807093
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,White,2,4,6,Weekend,1,2011,10,1,4265716.390943
1,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,15.0,0.0,15.0,4.0,White,2,2,39,Weekend,1,2011,10,1,6228664.686618
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,Other,6,1,36,Weekend,1,2011,10,1,8846495.700123
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,15.0,4.0,White,2,2,27,Weekday,2,2011,10,1,9885271.106567
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,White,2,3,48,Weekend,1,2011,10,1,8561676.94824
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,White,2,1,36,Weekend,1,2011,10,2,2043754.370827
1,475.0,415.0,0.0,0.0,60.0,0.0,0.0,0.0,120.0,0.0,3.0,1.0,White,2,3,47,Weekday,2,2011,10,1,10260105.623955
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,8.0,2.0,Black,3,3,37,Weekend,1,2011,10,2,10922830.212722
1,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Black,3,3,12,Weekend,1,2011,10,2,5685835.306766
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,11.0,3.0,Black,3,3,47,Weekday,2,2011,10,2,6906328.148303
2,465.0,415.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,2,39,Weekday,2,2011,10,1,17935827.772082
2,540.0,420.0,0.0,0.0,120.0,0.0,0.0,120.0,0.0,0.0,11.0,3.0,Black,3,3,12,Weekday,2,2011,10,1,8268741.998792
2,735.0,345.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,3.0,White,2,3,40,Weekday,2,2011,10,1,5353095.057151
1,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,150.0,0.0,14.0,4.0,White,2,2,26,Weekend,1,2011,10,2,19467686.576793
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,10.0,13.0,3.0,White,2,4,6,Weekend,1,2011,10,2,5821261.930391
1,415.0,235.0,0.0,0.0,180.0,0.0,0.0,120.0,0.0,0.0,11.0,3.0,Black,3,1,36,Weekday,2,2011,10,2,19667270.928131
1,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,White,2,4,32,Weekday,2,2011,10,2,5753024.704795
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,3.0,Black,3,3,51,Weekend,1,2011,10,2,1688834.072001
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,15.0,4.0,White,2,2,26,Weekday,2,2011,10,2,23354224.945965
2,355.0,50.0,0.0,0.0,305.0,0.0,0.0,0.0,325.0,15.0,9.0,2.0,White,2,2,17,Weekday,2,2011,10,2,4183279.147018
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,4.0,Black,3,3,51,Weekend,1,2011,10,1,10311401.24756
2,10.0,0.0,0.0,0.0,10.0,0.0,120.0,120.0,0.0,30.0,11.0,3.0,White,2,3,48,Weekend,1,2011,10,1,9541768.796897
1,694.0,270.0,0.0,0.0,364.0,60.0,0.0,0.0,0.0,2.0,12.0,3.0,White,2,4,8,Weekday,2,2011,10,1,9767855.816149
1,260.0,120.0,0.0,0.0,140.0,0.0,0.0,520.0,0.0,0.0,16.0,5.0,Other,6,3,13,Weekday,2,2011,10,2,13133012.596843
2,234.0,165.0,49.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,15.0,4.0,White,2,2,55,Weekday,2,2011,10,2,8421905.260989
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,White,2,1,42,Weekend,1,2011,10,1,8370990.066096
1,361.0,307.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,3.0,14.0,4.0,Hispanic,1,2,29,Weekday,2,2011,10,2,21884254.719547
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,2.0,Hispanic,1,4,6,Weekend,1,2011,10,1,7917399.29005
1,408.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,White,2,3,48,Weekday,2,2011,10,1,11918780.018816
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,14.0,4.0,Black,3,3,12,Weekend,1,2011,10,2,3139154.750919
1,841.0,0.0,0.0,0.0,841.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,Black,3,2,17,Weekend,1,2011,10,2,4493792.409084
2,485.0,425.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,White,2,3,12,Weekday,2,2011,10,1,14275401.480721
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,60.0,6.0,1.0,White,2,4,6,Weekend,1,2011,10,2,4651976.163179
2,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White,2,3,1,Weekend,1,2011,10,2,3221825.446307
1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,165.0,10.0,2.0,White,2,4,32,Weekend,1,2011,10,2,3425834.719971
1,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,490.0,0.0,15.0,4.0,White,2,1,42,Weekend,1,2011,10,2,26128626.088444
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,1.0,White,2,4,35,Weekend,1,2011,10,2,1332321.93774
2,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,455.0,120.0,14.0,4.0,White,2,2,17,Weekday,2,2011,10,2,13954142.125053
1,465.0,195.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,Hispanic,1,4,6,Weekend,1,2011,10,2,9007558.854195
1,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,540.0,3.0,14.0,4.0,White,2,2,31,Weekday,2,2011,10,2,8995955.125075
2,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Hispanic,1,3,48,Weekend,1,2011,10,1,14864125.502597
1,525.0,0.0,0.0,0.0,525.0,0.0,0.0,30.0,0.0,0.0,14.0,4.0,Hispanic,1,4,8,Weekend,1,2011,10,2,9396486.260639
1,460.0,175.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,15.0,12.0,3.0,White,2,4,41,Weekday,2,2011,10,2,5159489.772385
2,435.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,4,41,Weekday,2,2011,10,1,15759309.113095
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,14.0,4.0,White,2,3,21,Weekday,2,2011,10,2,7524217.195862
1,187.0,0.0,0.0,0.0,187.0,0.0,0.0,141.0,285.0,0.0,10.0,2.0,White,2,1,25,Weekend,1,2011,10,2,7242334.183361
1,715.0,485.0,0.0,110.0,120.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,2,17,Weekday,2,2011,10,1,17319777.484059
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,2,27,Weekday,2,2011,10,2,2652743.85283
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,60.0,13.0,3.0,Black,3,3,22,Weekday,2,2011,10,1,15402685.341092
2,485.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,White,2,2,27,Weekend,1,2011,10,2,10102294.322283
2,440.0,440.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,15.0,4.0,White,2,3,22,Weekday,2,2011,10,1,8796684.074772
1,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,320.0,20.0,12.0,3.0,Black,3,1,34,Weekday,2,2011,10,2,14885748.12688
1,520.0,460.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Hispanic,1,3,12,Weekday,2,2011,10,1,16789906.521619
2,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,2,20,Weekday,2,2011,10,2,28090531.537915
2,629.0,170.0,0.0,0.0,459.0,0.0,0.0,0.0,0.0,100.0,3.0,1.0,White,2,2,29,Weekday,2,2011,10,2,12014929.374159
2,600.0,390.0,0.0,0.0,120.0,90.0,0.0,0.0,0.0,0.0,7.0,1.0,Black,3,4,6,Weekday,2,2011,10,1,6349054.102998
1,57.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,White,2,2,27,Weekend,1,2011,10,1,7089128.377893
2,507.0,390.0,0.0,0.0,117.0,0.0,10.0,83.0,0.0,0.0,12.0,3.0,Asian,5,4,6,Weekday,2,2011,10,1,10775641.804227
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,260.0,0.0,14.0,4.0,White,2,4,32,Weekend,1,2011,10,2,9463677.976527
2,282.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,132.0,0.0,4.0,1.0,Hispanic,1,4,6,Weekday,2,2011,10,2,16069744.590597
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,2.0,1.0,White,2,3,47,Weekday,2,2011,10,2,10254887.689532
1,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Black,3,1,42,Weekday,2,2011,10,1,12824037.475341
2,220.0,0.0,0.0,0.0,220.0,0.0,15.0,0.0,435.0,0.0,13.0,3.0,Hispanic,1,3,12,Weekend,1,2011,10,2,6418285.522389
1,295.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,White,2,2,17,Weekend,1,2011,10,1,5891135.688682
2,685.0,420.0,0.0,160.0,105.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,Hispanic,1,2,20,Weekday,2,2011,10,1,12685106.754247
2,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,White,2,3,51,Weekend,1,2011,10,1,10300515.188523
1,150.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,Black,3,4,8,Weekend,1,2011,10,2,4073535.858185
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,16.0,5.0,White,2,3,48,Weekend,1,2011,10,1,4502783.756817
1,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,Hispanic,1,3,48,Weekend,1,2011,10,2,5873478.498434
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,American Indian,4,3,12,Weekend,1,2011,10,1,9467173.743918
2,389.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,White,2,3,47,Weekday,2,2011,10,1,6681104.97169
2,840.0,437.0,0.0,313.0,90.0,0.0,180.0,0.0,0.0,0.0,15.0,4.0,White,2,4,6,Weekday,2,2011,10,1,10272360.641173
1,25.0,0.0,0.0,0.0,25.0,0.0,0.0,60.0,0.0,5.0,8.0,2.0,Black,3,2,39,Weekend,1,2011,10,1,10431575.8307
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,15.0,4.0,White,2,4,8,Weekday,2,2011,10,2,13822357.833126
1,180.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,Hispanic,1,3,37,Weekend,1,2011,10,1,8195270.403884
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,12.0,3.0,Black,3,3,48,Weekend,1,2011,10,1,6744121.471221
2,507.0,405.0,0.0,45.0,57.0,0.0,60.0,0.0,0.0,0.0,12.0,3.0,White,2,4,32,Weekday,2,2011,10,1,8679771.436093
2,400.0,370.0,0.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,6.0,1.0,Black,3,3,12,Weekday,2,2011,10,1,7310195.782238
2,540.0,375.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,24.0,14.0,4.0,White,2,4,6,Weekday,2,2011,11,1,10476277.186277
2,520.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,20.0,11.0,3.0,Hispanic,1,4,6,Weekend,1,2011,11,2,4132053.712953
1,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,4.0,Black,3,4,6,Weekend,1,2011,11,2,4068187.346988
2,30.0,0.0,0.0,0.0,30.0,0.0,120.0,90.0,0.0,0.0,7.0,1.0,Hispanic,1,2,26,Weekday,2,2011,11,2,14089963.090064
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,31.0,14.0,4.0,White,2,2,29,Weekday,2,2011,11,2,9031479.091705
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,5.0,1.0,Hispanic,1,4,6,Weekday,2,2011,11,1,22764495.409058
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,5.0,13.0,3.0,Black,3,3,11,Weekday,2,2011,11,1,13714546.259695
2,995.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,Asian,5,4,6,Weekend,1,2011,11,1,8853836.214113
2,185.0,65.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,3,12,Weekday,2,2011,11,2,14461075.782184
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Black,3,1,25,Weekday,2,2011,11,2,23841962.490624
1,396.0,336.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,White,2,4,41,Weekday,2,2011,11,1,10312636.968556
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,Black,3,1,42,Weekend,1,2011,11,2,4921144.634827
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,7.0,1.0,Black,3,3,13,Weekend,1,2011,11,2,7035770.188495
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.0,5.0,Black,3,3,12,Weekend,1,2011,11,2,1723097.065204
2,145.0,100.0,0.0,0.0,45.0,0.0,0.0,60.0,0.0,0.0,13.0,3.0,Other,6,4,53,Weekday,2,2011,11,2,24376764.284581
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,White,2,4,16,Weekday,2,2011,11,2,9245070.356157
1,435.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,4,8,Weekday,2,2011,11,1,9481373.673499
1,515.0,515.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,5.0,1.0,Hispanic,1,3,48,Weekday,2,2011,11,1,15388165.447726
2,545.0,356.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,4,8,Weekday,2,2011,11,2,16862503.343459
2,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,368.0,0.0,10.0,2.0,Hispanic,1,4,6,Weekday,2,2011,11,1,10782534.103934
1,375.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,White,2,1,9,Weekday,2,2011,11,2,10940997.501322
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,11.0,3.0,White,2,4,6,Weekday,2,2011,11,2,26411115.717354
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,Hispanic,1,1,34,Weekend,1,2011,11,2,7113501.250749
2,149.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,15.0,6.0,1.0,Black,3,3,21,Weekend,1,2011,11,1,13421396.970553
1,478.0,388.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,8.0,11.0,3.0,Hispanic,1,4,6,Weekday,2,2011,11,1,27937157.360431
1,573.0,368.0,100.0,0.0,105.0,0.0,0.0,26.0,0.0,0.0,16.0,5.0,Asian,5,4,53,Weekday,2,2011,11,1,14114896.494913
2,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,135.0,110.0,15.0,4.0,Hispanic,1,1,9,Weekend,1,2011,11,2,3438903.178544
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,45.0,10.0,2.0,White,2,3,21,Weekend,1,2011,11,2,2566702.851208
2,40.0,0.0,0.0,0.0,40.0,0.0,0.0,95.0,215.0,0.0,7.0,1.0,Black,3,1,36,Weekday,2,2011,11,2,19879348.555839
1,515.0,410.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,Hispanic,1,3,12,Weekday,2,2011,11,1,9220468.481291
2,453.0,393.0,0.0,0.0,60.0,0.0,120.0,0.0,0.0,60.0,14.0,4.0,White,2,3,48,Weekday,2,2011,11,1,11985960.928315
2,308.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White,2,4,41,Weekday,2,2011,11,2,6417617.375597
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,12.0,3.0,White,2,2,27,Weekday,2,2011,11,2,8030294.65477
1,30.0,0.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,14.0,4.0,Other,6,3,12,Weekend,1,2011,11,1,6478468.707827
2,630.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,1,9,Weekend,1,2011,11,2,9423095.418602
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,1,42,Weekend,1,2011,11,1,6971093.253618
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,13.0,3.0,Black,3,3,24,Weekend,1,2011,11,2,3445204.926659
1,407.0,377.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Black,3,1,42,Weekday,2,2011,11,1,30202161.171561
2,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,10.0,13.0,3.0,White,2,4,32,Weekend,1,2011,11,2,1639343.887701
2,240.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,Hispanic,1,3,48,Weekend,1,2011,11,2,7887213.463401
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,5.0,15.0,4.0,White,2,2,27,Weekend,1,2011,11,1,10420792.520223
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,10.0,2.0,White,2,2,46,Weekday,2,2011,11,2,8887068.283598
1,170.0,0.0,0.0,0.0,170.0,0.0,45.0,0.0,0.0,0.0,16.0,5.0,Hispanic,1,1,34,Weekend,1,2011,11,1,15479789.972579
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,2,29,Weekend,1,2011,11,1,7437286.627687
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,11.0,3.0,White,2,2,17,Weekday,2,2011,11,2,7306270.388182
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,4.0,White,2,1,36,Weekday,2,2011,11,2,16029324.702675
1,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,3.0,White,2,3,45,Weekday,2,2011,11,1,20594283.585269
2,425.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,White,2,1,36,Weekday,2,2011,11,2,5898270.60976
2,185.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,60.0,13.0,3.0,White,2,3,5,Weekend,1,2011,11,2,4129379.547932
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,4,6,Weekend,1,2011,11,1,10403856.744137
1,530.0,250.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,Asian,5,4,6,Weekday,2,2011,11,2,4904987.505532
2,380.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,American Indian,4,4,35,Weekend,1,2011,11,2,10636436.35429
2,725.0,605.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White,2,2,26,Weekday,2,2011,11,2,18895184.179199
2,290.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,White,2,2,20,Weekend,1,2011,11,1,4766097.83807
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,White,2,3,48,Weekend,1,2011,11,1,8473904.673778
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,13.0,3.0,White,2,1,25,Weekend,1,2011,11,1,14893453.502534
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,2,55,Weekend,1,2011,11,2,9319619.689294
2,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Black,3,2,17,Weekday,2,2011,11,2,3446929.430472
2,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,Hispanic,1,3,48,Weekday,2,2011,11,1,17698246.027451
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Hispanic,1,4,6,Weekend,1,2011,11,2,1745912.516889
1,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,420.0,147.0,14.0,4.0,White,2,4,6,Weekend,1,2011,11,2,2909962.421475
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,15.0,4.0,White,2,3,45,Weekend,1,2011,11,2,8661627.070777
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,1.0,1.0,Black,3,3,47,Weekday,2,2011,11,1,6966465.667135
2,453.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,167.0,11.0,3.0,White,2,2,19,Weekday,2,2011,11,2,15731198.983492
2,399.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,14.0,4.0,White,2,2,17,Weekday,2,2011,11,1,9805819.686132
2,380.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,Other,6,4,53,Weekday,2,2011,11,1,13350503.193638
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,9.0,2.0,White,2,3,13,Weekend,1,2011,11,1,6612898.021364
1,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,40.0,0.0,8.0,2.0,Black,3,3,12,Weekend,1,2011,11,1,9984228.15917
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,White,2,3,28,Weekend,1,2011,11,1,7244257.974628
1,375.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,16.0,5.0,White,2,4,49,Weekday,2,2011,11,1,9390365.867189
2,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,1.0,White,2,2,39,Weekday,2,2011,11,2,9452704.791698
2,360.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,80.0,15.0,4.0,Black,3,3,12,Weekend,1,2011,11,2,4825547.452446
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,150.0,5.0,1.0,White,2,2,29,Weekday,2,2011,11,2,7406024.70618
1,470.0,400.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,White,2,1,42,Weekday,2,2011,11,1,18687592.683138
1,480.0,435.0,0.0,0.0,45.0,0.0,0.0,150.0,0.0,0.0,13.0,3.0,Hispanic,1,4,6,Weekday,2,2011,11,1,14130615.592225
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,White,2,3,47,Weekend,1,2011,11,2,5002926.29367
2,670.0,365.0,0.0,60.0,245.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,White,2,3,12,Weekday,2,2011,11,1,13179174.584823
2,90.0,0.0,0.0,0.0,90.0,0.0,0.0,15.0,435.0,0.0,14.0,4.0,White,2,3,45,Weekend,1,2011,11,2,9516234.191577
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,White,2,2,39,Weekend,1,2011,11,1,5751950.178676
2,388.0,133.0,0.0,0.0,255.0,0.0,0.0,0.0,165.0,0.0,4.0,1.0,White,2,2,27,Weekday,2,2011,11,2,3846380.46546
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,12.0,3.0,Hispanic,1,4,6,Weekend,1,2011,12,2,2179657.415495
